 Variables , 2019 Jan , 2019 Feb , 2019 Mar , 2019 Apr , 2019 May , 2019 Jun , 2019 Jul , 2019 Aug , 2019 Sep , 2019 Oct , 2019 Nov , 2019 Dec , 2020 Jan , 2020 Feb , 2020 Mar , 2020 Apr , 2020 May , 2020 Jun , 2020 Jul , 2020 Aug , 2020 Sep 
 Food & Beverage Services ,7.3,7.4,8.1,8.2,8.1,8.7,8.9,9.4,9.4,9.8,9.9,10.2,9.8,12.5,15.6,39.2,44.6,32.7,21.1,20.6,20.4
