 Variables , 1985 Jan , 1985 Feb , 1985 Mar , 1985 Apr , 1985 May , 1985 Jun , 1985 Jul , 1985 Aug , 1985 Sep , 1985 Oct , 1985 Nov , 1985 Dec , 1986 Jan , 1986 Feb , 1986 Mar , 1986 Apr , 1986 May , 1986 Jun , 1986 Jul , 1986 Aug , 1986 Sep , 1986 Oct , 1986 Nov , 1986 Dec , 1987 Jan , 1987 Feb , 1987 Mar , 1987 Apr , 1987 May , 1987 Jun , 1987 Jul , 1987 Aug , 1987 Sep , 1987 Oct , 1987 Nov , 1987 Dec , 1988 Jan , 1988 Feb , 1988 Mar , 1988 Apr , 1988 May , 1988 Jun , 1988 Jul , 1988 Aug , 1988 Sep , 1988 Oct , 1988 Nov , 1988 Dec , 1989 Jan , 1989 Feb , 1989 Mar , 1989 Apr , 1989 May , 1989 Jun , 1989 Jul , 1989 Aug , 1989 Sep , 1989 Oct , 1989 Nov , 1989 Dec , 1990 Jan , 1990 Feb , 1990 Mar , 1990 Apr , 1990 May , 1990 Jun , 1990 Jul , 1990 Aug , 1990 Sep , 1990 Oct , 1990 Nov , 1990 Dec , 1991 Jan , 1991 Feb , 1991 Mar , 1991 Apr , 1991 May , 1991 Jun , 1991 Jul , 1991 Aug , 1991 Sep , 1991 Oct , 1991 Nov , 1991 Dec , 1992 Jan , 1992 Feb , 1992 Mar , 1992 Apr , 1992 May , 1992 Jun , 1992 Jul , 1992 Aug , 1992 Sep , 1992 Oct , 1992 Nov , 1992 Dec , 1993 Jan , 1993 Feb , 1993 Mar , 1993 Apr , 1993 May , 1993 Jun , 1993 Jul , 1993 Aug , 1993 Sep , 1993 Oct , 1993 Nov , 1993 Dec , 1994 Jan , 1994 Feb , 1994 Mar , 1994 Apr , 1994 May , 1994 Jun , 1994 Jul , 1994 Aug , 1994 Sep , 1994 Oct , 1994 Nov , 1994 Dec , 1995 Jan , 1995 Feb , 1995 Mar , 1995 Apr , 1995 May , 1995 Jun , 1995 Jul , 1995 Aug , 1995 Sep , 1995 Oct , 1995 Nov , 1995 Dec , 1996 Jan , 1996 Feb , 1996 Mar , 1996 Apr , 1996 May , 1996 Jun , 1996 Jul , 1996 Aug , 1996 Sep , 1996 Oct , 1996 Nov , 1996 Dec , 1997 Jan , 1997 Feb , 1997 Mar , 1997 Apr , 1997 May , 1997 Jun , 1997 Jul , 1997 Aug , 1997 Sep , 1997 Oct , 1997 Nov , 1997 Dec , 1998 Jan , 1998 Feb , 1998 Mar , 1998 Apr , 1998 May , 1998 Jun , 1998 Jul , 1998 Aug , 1998 Sep , 1998 Oct , 1998 Nov , 1998 Dec , 1999 Jan , 1999 Feb , 1999 Mar , 1999 Apr , 1999 May , 1999 Jun , 1999 Jul , 1999 Aug , 1999 Sep , 1999 Oct , 1999 Nov , 1999 Dec , 2000 Jan , 2000 Feb , 2000 Mar , 2000 Apr , 2000 May , 2000 Jun , 2000 Jul , 2000 Aug , 2000 Sep , 2000 Oct , 2000 Nov , 2000 Dec , 2001 Jan , 2001 Feb , 2001 Mar , 2001 Apr , 2001 May , 2001 Jun , 2001 Jul , 2001 Aug , 2001 Sep , 2001 Oct , 2001 Nov , 2001 Dec , 2002 Jan , 2002 Feb , 2002 Mar , 2002 Apr , 2002 May , 2002 Jun , 2002 Jul , 2002 Aug , 2002 Sep , 2002 Oct , 2002 Nov , 2002 Dec , 2003 Jan , 2003 Feb , 2003 Mar , 2003 Apr , 2003 May , 2003 Jun , 2003 Jul , 2003 Aug , 2003 Sep , 2003 Oct , 2003 Nov , 2003 Dec , 2004 Jan , 2004 Feb , 2004 Mar , 2004 Apr , 2004 May , 2004 Jun , 2004 Jul , 2004 Aug , 2004 Sep , 2004 Oct , 2004 Nov , 2004 Dec , 2005 Jan , 2005 Feb , 2005 Mar , 2005 Apr , 2005 May , 2005 Jun , 2005 Jul , 2005 Aug , 2005 Sep , 2005 Oct , 2005 Nov , 2005 Dec , 2006 Jan , 2006 Feb , 2006 Mar , 2006 Apr , 2006 May , 2006 Jun , 2006 Jul , 2006 Aug , 2006 Sep , 2006 Oct , 2006 Nov , 2006 Dec , 2007 Jan , 2007 Feb , 2007 Mar , 2007 Apr , 2007 May , 2007 Jun , 2007 Jul , 2007 Aug , 2007 Sep , 2007 Oct , 2007 Nov , 2007 Dec , 2008 Jan , 2008 Feb , 2008 Mar , 2008 Apr , 2008 May , 2008 Jun , 2008 Jul , 2008 Aug , 2008 Sep , 2008 Oct , 2008 Nov , 2008 Dec , 2009 Jan , 2009 Feb , 2009 Mar , 2009 Apr , 2009 May , 2009 Jun , 2009 Jul , 2009 Aug , 2009 Sep , 2009 Oct , 2009 Nov , 2009 Dec , 2010 Jan , 2010 Feb , 2010 Mar , 2010 Apr , 2010 May , 2010 Jun , 2010 Jul , 2010 Aug , 2010 Sep , 2010 Oct , 2010 Nov , 2010 Dec , 2011 Jan , 2011 Feb , 2011 Mar , 2011 Apr , 2011 May , 2011 Jun , 2011 Jul , 2011 Aug , 2011 Sep , 2011 Oct , 2011 Nov , 2011 Dec , 2012 Jan , 2012 Feb , 2012 Mar , 2012 Apr , 2012 May , 2012 Jun , 2012 Jul , 2012 Aug , 2012 Sep , 2012 Oct , 2012 Nov , 2012 Dec , 2013 Jan , 2013 Feb , 2013 Mar , 2013 Apr , 2013 May , 2013 Jun , 2013 Jul , 2013 Aug , 2013 Sep , 2013 Oct , 2013 Nov , 2013 Dec , 2014 Jan , 2014 Feb , 2014 Mar , 2014 Apr , 2014 May , 2014 Jun , 2014 Jul , 2014 Aug , 2014 Sep , 2014 Oct , 2014 Nov , 2014 Dec , 2015 Jan , 2015 Feb , 2015 Mar , 2015 Apr , 2015 May , 2015 Jun , 2015 Jul , 2015 Aug , 2015 Sep , 2015 Oct , 2015 Nov , 2015 Dec , 2016 Jan , 2016 Feb , 2016 Mar , 2016 Apr , 2016 May , 2016 Jun , 2016 Jul , 2016 Aug , 2016 Sep , 2016 Oct , 2016 Nov , 2016 Dec , 2017 Jan , 2017 Feb , 2017 Mar , 2017 Apr , 2017 May , 2017 Jun , 2017 Jul , 2017 Aug , 2017 Sep , 2017 Oct , 2017 Nov , 2017 Dec , 2018 Jan , 2018 Feb , 2018 Mar , 2018 Apr , 2018 May , 2018 Jun , 2018 Jul , 2018 Aug , 2018 Sep , 2018 Oct , 2018 Nov , 2018 Dec , 2019 Jan , 2019 Feb , 2019 Mar , 2019 Apr , 2019 May , 2019 Jun , 2019 Jul , 2019 Aug , 2019 Sep , 2019 Oct , 2019 Nov , 2019 Dec , 2020 Jan , 2020 Feb , 2020 Mar , 2020 Apr , 2020 May , 2020 Jun , 2020 Jul , 2020 Aug , 2020 Sep 
 Total ,32.675,31.984,27.277,22.345,23.468,21.439,21.651,22.672,21.679,21.031,22.085,25.911,27.087,22.9,20.864,19.326,20.028,19.497,20.449,20.75,20.047,20.297,20.79,25.8,28.96,21.849,25.331,25.598,27.033,26.994,27.636,28.611,27.799,28.442,30.329,34.189,36.019,32.927,30.744,31.413,33.798,32.396,33.54,36.468,35.551,39.093,37.066,49.55,47.012,39.652,41.908,37.393,36.736,35.053,36.256,39.226,39.052,39.137,41.392,49.639,55.043,40.225,44.39,47.29,34.562,36.315,35.876,38.118,35.343,40.801,36.973,49.219,42.135,40.481,38.827,39.572,39.406,38.125,39.82,41.887,38.62,45.609,45.236,46.559,54.746,38.869,44.409,42.713,43.747,47.551,43.333,44.532,45.732,43.044,43.541,50.652,59.614,42.679,50.184,44.266,47.41,49.495,50.799,47.957,46.887,47.006,49.033,59.369,62.026,48.036,64.186,40.098,45.544,45.533,51.229,47.155,49.316,48.199,51.485,57.52,65.536,42.766,53.083,47.885,49.477,48.19,49.797,50.332,51.933,50.408,52.401,57.681,58.46,54.966,49.964,47.964,49.384,49.49,51.131,48.607,50.82,51.225,52.846,63.401,66.444,42.642,50.8,48.567,49.368,50.277,54.591,49.14,51.424,47.886,48.247,53.406,60.643,40.534,40.63,50.776,46.396,46.043,47.647,43.985,42.728,42.936,47.003,55.888,52.964,44.887,48.374,48.757,51.334,56.165,53.718,55.138,57.456,55.89,57.558,64.693,74.953,49.519,60.789,61.409,63.113,69.028,69.02,63.959,67.348,61.027,68.88,78.071,79.61,60.658,73.771,65.275,67.612,67.987,66.126,68.765,61.982,61.961,66.016,75.784,74.198,58.547,70.411,63.14,60.888,63.004,67.582,63.156,61.381,62.92,67.972,82.476,84.117,54.684,67.811,64.674,72.019,69.366,74.137,67.898,69.892,72.202,75.397,91.077,88.728,76.577,81.78,74.685,77.734,81.441,80.331,74.743,76.995,81.507,83.703,93.488,99.037,73.824,90.561,82.928,83.174,87.299,88.175,81.904,84.704,90.684,85.436,101.572,105.132,75.989,99.563,88.614,93.834,91.142,90.811,84.1,87.01,91.86,92.519,106.583,104.64,90.574,94.989,89.571,96.055,105.041,89.266,90.054,93.381,96.524,93.2,110.122,113.621,89.769,100.289,96.376,100.964,101.21,99.437,93.662,100.003,93.29,90.477,109.439,100.27,84.794,93.277,85.503,90.387,92.488,89.789,89.207,88.054,89.032,89.113,104.206,100.049,86.103,90.53,83.481,85.399,86.318,88.537,88.245,89.324,88.834,90.842,107.578,103.479,76.266,91.19,90.465,93.665,95.86,98.034,91.256,89.127,96.402,95.919,111.72,105.822,91.462,99.384,92.615,94.281,95.046,95.178,94.615,91.556,95.245,94.579,109.812,103.232,88.712,91.908,92.141,96.972,91.07,87.407,87.366,86.04,85.998,86.345,103.748,105.965,80.921,91.621,84.794,90.616,89.632,90.303,90.394,87.815,92.843,91.553,108.511,100.368,92.613,93.487,89.023,95.93,96.039,95.003,96.35,91.547,95.551,95.937,111.561,108.292,90.3,98.479,92.005,98.923,97.52,97.744,95.848,93.272,97.463,96.63,112.294,111.432,88.4,100.505,92.598,99.115,98.936,98.731,98.698,92.78,97.663,101.737,119.406,103.125,95.956,99.482,93.638,99.244,100.608,96.223,98.257,94.394,98.009,99.702,112.315,111.063,86.763,99.053,92.18,97.618,91.828,94.811,94.077,92.363,93.733,95.303,108.37,103.918,79.309,85.494,55.268,47.158,66.471,86.594,88.953,82.379
     Department Stores , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na ,103.113,82.081,85.587,77.54,98.552,93.755,81.882,83.76,84.414,89.71,86.415,133.546,105.671,68.774,81.857,76.579,91.389,92.438,83.68,79.38,84.919,85.458,92.697,130.72,103.192,92.239,82.821,83.625,98.861,94.425,92.238,87.298,90.984,92.01,93.589,141.759,124.758,82.095,88.655,89.725,103.289,100.377,100.419,93.188,91.769,100.34,100.5,154.121,127.812,88.088,97.535,93.171,102.038,101.608,94.277,96.674,95.282,100.239,101.024,150.32,116.097,102.858,100.389,89.096,107.272,105.082,95.938,102.591,94.331,98.342,103.38,155.36,130.208,91.033,99.206,88.11,105.976,101.263,97.126,96.659,92.236,99.716,104.763,144.715,110.427,113.476,97.56,90.543,108.263,101.617,102.063,98.598,94.623,96.783,104.605,139.889,124.795,95.87,92.224,85.548,101.744,93.613,95.26,92.696,87.726,97.216,99.822,139.958,126.435,82.86,90.74,88.753,96.692,94.883,95.957,93.908,93.763,97.765,103.896,134.349,107.878,103.356,98.58,86.891,98.929,92.744,91.185,97.063,94.597,93.862,112.963,132.501,115.504,90.603,92.567,84.302,95.139,92.874,87.7,100.69,93.329,92.813,102.824,124.847,110.827,59.143,57.002,14.859,7.85,28.207,58.527,63.904,56.208
     Supermarkets & Hypermarkets , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na ,74.137,68.754,67.602,67.148,70.315,67.14,71.46,74.309,71.304,71.748,70.017,78.219,90.165,63.509,74.124,70.429,76.654,71.197,73.177,78.232,74.81,74.999,73.506,78.909,81.587,81.439,75.561,74.299,80.317,74.996,77.661,81.969,75.68,79.519,77.429,84.399,98.521,73.558,79.14,81.081,84.236,78.184,83.28,86.13,78.09,84.505,78.932,87.992,103.585,75.515,82.293,81.719,84.056,81.114,85.522,89.625,83.16,86.702,82.679,91.997,94.151,92.248,88.159,84.747,89.024,87.791,88.71,94.139,86.026,89.517,87.494,95.235,112.989,78.694,92.067,88.495,93.494,88.843,94.989,96.42,89.002,93.2,91.367,98.137,100.818,106.222,92.791,90.932,98.902,91.546,95.735,101.932,92.638,95.715,92.487,98.587,111.048,98.858,93.975,93.8,98.587,90.535,97.888,98.346,89.958,96.46,89.771,98.369,126.266,88.309,96.222,97.513,100.789,95.911,100.711,102.425,96.185,99.315,93.512,102.842,105.967,110.104,96.225,94.738,99.684,94.545,97.259,101.377,95.24,96.449,92.177,102.139,116.626,95.961,97.572,93.946,100.454,93.903,98.484,103.472,96.591,98.295,94.319,103.914,127.737,111.035,133.288,164.576,156.619,134.72,126.556,126.079,113.868
     Mini-marts & Convenience Stores ,48.778,66.383,46.06,46.588,47.091,42.318,46.671,50.355,47.725,46.917,48.694,54.616,63.181,54.052,46.74,45.319,45.351,40.722,44.436,45.813,44.121,44.694,44.081,51.011,62.493,48.575,51.619,50.519,51.47,50.93,50.729,51.235,52.963,52.617,51.616,55.025,53.947,58.716,50.091,49.345,49.493,49.041,50.896,50.461,49.094,50.06,49.994,54.282,58.13,46.133,46.983,46.884,47.566,47.061,47.395,49.125,48.688,48.753,47.683,53.866,62.277,46.906,50.39,51.435,51.915,49.267,49.09,51.849,49.091,49.422,48.383,54.271,57.666,54.811,51.438,51.127,53.047,48.428,51.387,53.67,46.767,51.801,50.244,52.321,60.262,46.559,48.531,47.753,48.583,48.324,51.335,52.477,48.688,51.542,50.557,56.526,61.348,47.286,51.743,50.457,50.182,49.927,50.542,52.372,51.209,51.698,51.817,54.959,57.02,53.91,54.795,46.337,48.696,49.158,52.687,55.688,51.824,54.423,53.222,58.23,67.313,46.761,53.346,50.755,53.797,53.222,54.084,55.045,53.103,54.09,52.301,57.876,56.572,61.96,52.56,51.186,53.349,52.647,53.189,56.326,53.279,55.553,56.113,58.5,61.05,58.378,55.756,54.811,57.287,54.944,57.362,57.285,53.912,57.725,55.56,59.85,69.236,50.299,56.669,55.541,58.069,56.544,58.586,57.741,55.919,56.223,53.808,58.426,58.146,57.596,54.508,53.97,54.7,53.852,55.228,56.886,52.034,55.42,54.41,60.598,61.684,55.988,54.646,54.449,56.622,55.976,56.672,57.379,55.64,58.201,56.662,64.041,67.207,54.049,58.873,56.247,59.171,57.488,59.142,60.211,58.544,58.994,59.527,65.6,61.531,63.71,59.446,59.518,61.063,60.395,61.367,64.093,60.787,63.722,63.986,70.033,70.786,58.667,64.015,61.084,64.043,62.26,64.531,66.19,63.398,66.349,65.323,71.581,77.214,64.868,67.415,67.197,68.284,69.55,70.776,71.928,67.831,70.74,70.802,76.074,82.993,75.386,77.602,72.658,74.072,71.371,76.795,78.153,75.419,82.599,71.483,78.251,95.256,66.819,81.841,78.347,81.242,75.996,82.478,83.176,80.736,83.731,78.571,82.093,89.171,88.604,80.462,86.924,88.205,87.098,85.644,89.051,86.793,85.005,78.845,86.002,92.146,84.427,86.31,89.007,90.968,86.525,90.541,96.516,95.41,95.611,91.884,99.237,106.035,82.939,91.052,91.779,95.296,93.118,95.271,96.255,95.058,93.698,89.556,96.287,94.542,91.967,91.717,89.484,93.261,85.778,92.812,95.369,94.395,97.101,92.657,98.986,108.865,90.449,96.327,96.172,99.434,94.934,101.575,101.902,99.693,101.497,97.839,101.568,114.688,94.39,100.586,98.712,101.308,99.952,103.979,105.818,101.517,103.21,101.583,103.931,108.882,104.664,104.827,101.066,104.253,103.21,109.296,108.12,101.715,103.443,100.856,104.925,114.266,87.219,107.048,103.222,104.498,100.903,106.744,110.096,104.113,108.003,103.89,102.501,106.431,96.374,102.875,99.163,105.642,97.324,103.748,106.681,98.796,104.123,98.998,101.27,112.056,97.371,104.062,103.018,103.28,97.837,104.39,106.485,101.69,103.733,97.683,102.62,113.897,91.034,100.897,99.541,101.764,97.562,100.136,103.442,98.831,100.543,95.365,96.987,105.107,96.866,99.98,99.343,100.599,97.997,101.042,104.906,97.897,100.443,95.193,95.073,109.35,94.664,101.319,99.441,101.502,95.473,99.729,103.75,98.218,101.915,97.799,98.778,114.155,94.565,105.965,114.578,111.863,104.57,104.314,104.259,98.239
     Food & Alcohol * , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na ,89.87,66.94,71.687,67.02,72.33,69.112,72.572,75.387,81.503,80.295,78.847,90.192,121.328,93.652,83.514,71.365,79.089,71.767,74.583,77.077,77.882,80.698,81.342,87.697,144.983,62.193,73.537,71.606,77.641,76.272,78.284,81.664,80.939,76.111,80.859,85.364,107.088,129.293,74.744,73.698,78.767,71.687,72.572,77.882,82.227,74.583,72.089,81.824,142.336,89.928,79.097,72.922,74.643,69.163,77.361,81.819,73.57,68.197,62.956,73.486,121.268,55.519,58.214,55.731,55.841,53.515,52.771,55.7,55.532,58.66,56.298,63.574,76.69,108.306,57.515,53.826,60.591,60.744,65.805,65.499,62.834,60.887,62.134,67.139,129.972,76.709,61.673,59.248,60.586,60.81,67.046,65.597,64.16,64.046,65.608,70.064,151.074,59.528,61.686,61.097,63.406,66.401,65.696,65.992,65.815,62.937,66.352,74.695,99.712,123.189,66.933,64.156,69.438,72.263,72.774,77.116,72.664,68.031,68.674,80.098,182.384,55.475,62.477,49.856,53.933,66.063,77.159,77.514,69.448,70.2,72.635,89.928,160.704,61.42,63.147,62.183,71.717,72.338,76.101,70.846,70.283,67.249,67.452,84.411,106.123,106.765,77.061,75.304,82.379,76.529,81.322,87.591,85.564,82.106,82.689,95.833,156.99,76.043,82.455,82.74,91.58,83.928,88.436,91.622,92.324,89.076,85.945,100.363,109.665,141.328,95.822,82.384,91.819,90.965,92.452,93.416,94.315,93.09,91.771,107.887,134.764,114.563,97.798,86.027,90.701,94.443,92.085,97.105,91.189,86.83,87.427,102.339,151.704,85.9,94.435,88.825,88.079,92.526,94.989,92.969,91.508,93.065,86.426,103.014,96.059,140.235,82.871,85.464,92.041,86.487,94.735,97.794,94.864,96.678,95.202,105.582,150.978,98.205,93.553,95.515,97.346,97.236,99.558,104.134,96.188,104.127,100.41,117.256,172.317,95.267,98.498,99.062,100.786,97.67,103.347,108.284,102.425,103.797,105.209,124.606,133.866,148.308,105.354,103.859,108.204,105.403,109.816,115.436,108,107.929,107.187,124.635,206.654,98.489,109.045,107.612,114.017,104.858,109.634,120.433,104.27,111.81,109.847,125.092,119.429,161.902,108.723,101.03,107.441,99.982,106.354,113.548,105.185,98.922,96.821,112.619,119.382,104.766,96.811,93.388,102.972,94.096,97.124,105.213,97.761,100.767,94.981,112.535,127.399,83.006,93.084,90,97.287,88.249,102.676,111.993,96.534,98.695,99.721,111.356,126.146,134.52,100.829,95.38,95.573,87.349,95.869,106.317,97.636,99.46,96.367,108.566,137.362,105.551,97.182,92.138,94.865,88.045,96.679,106.377,95.865,99.284,94.674,107.752,145.067,65.446,58.615,41.157,38.63,48.654,55.093,62.643,56.548
     Motor Vehicles ,14.27,12.96,8.557,6.318,6.327,4.746,5.244,5.349,5.283,4.594,4.067,4.789,8.685,7.631,5.253,4.606,3.631,5.088,4.786,5.308,5.187,4.669,4.589,6.414,11.564,2.853,6.638,10.055,9.103,10.42,11.098,11.607,11.205,10.155,13.759,12.507,26.771,18.202,12.251,20.009,22.434,21.232,20.579,26.576,26.212,34.536,27.055,47.264,44.543,38.407,38.979,31.344,27.04,24.273,23.366,27.204,29.681,28.97,29.792,38.011,58.064,34.963,39.385,51.633,15.498,20.479,14.667,20.811,18.949,31.5,19.243,35.188,27.295,32.338,26.83,32.71,27.976,25.252,28.626,32.246,27.418,41.437,40.539,28.657,51.308,26.83,35.773,38.559,39.24,50.194,35.031,36.486,42.334,34.319,33.7,34.103,71.994,40.917,55.128,50.9,53.421,61.14,63.197,52.273,48.017,43.904,50.637,53.466,75.452,44.554,75.554,41.516,50.961,50.71,57.439,46.702,54.27,46.56,56.445,46.648,77.631,39.664,63.589,57.606,50.727,49.249,45.526,51.937,60.341,52.584,53.327,42.134,59.718,53.245,46.345,49.085,47.013,44.649,42.376,42.716,48.968,46.912,42.396,52.209,59.434,20.689,41.654,40.981,39.425,38.916,41.705,37.825,48.369,36.414,32.097,30.763,51.439,28.22,20.248,52.688,37.547,36.958,42.151,34.956,34.069,30.278,39.656,42.451,41.076,29.454,42.252,47.746,45.76,57.356,52.639,58.071,66.965,59.374,59.512,56.082,85.759,42.824,68.566,74.559,74.626,91.979,88.728,79.476,88.632,68.728,86.078,83.999,100.628,75.504,104.946,87.447,88.188,87.512,82.347,90.041,77.588,75.163,79.065,79.602,91.611,65.865,94.86,79.528,65.118,73.065,83.319,75.095,72.709,69.845,77.95,92.921,109.556,64.453,87.447,91.731,105.964,90.218,107.709,89.259,98.42,96.546,101.34,117.089,122.029,113.103,121.484,106.559,107.133,116.073,114.53,101.467,108.932,117.556,118.671,117.693,145.009,91.893,144.057,123.247,114.667,130.752,126.386,109.047,120.552,128.214,118.231,125.15,144.969,99.187,169.224,127.256,133.485,133.987,127.346,105.442,115.596,128.109,135.685,128.988,153.804,114.074,130.468,117.696,124.197,141.377,102.106,109.375,118.131,121.695,106.012,112.892,145.584,101.941,119.954,126.061,121.793,130.027,119.714,95.281,123.606,98.916,99.134,117.904,99.501,108.291,110.106,90.596,92.839,100.42,86.189,84.193,78.736,84.452,83.302,85.86,89.338,66.852,77.534,63.775,56.467,65.544,67.147,66.223,69.141,65.33,67.239,73.092,64.017,41.78,65.661,65.194,65.684,73.728,74.359,59.773,62.397,70.846,70.936,66.063,62.2,72.537,77.372,65.041,65.637,65.771,67.182,62.868,60.914,64.835,63.033,62.006,68.755,43.77,52.102,63.32,67.909,48.059,38.471,36.75,44.888,39.186,36.663,42.184,47.745,40.092,57.487,43.343,53.397,51.551,51.406,51.729,54.664,52.557,51.024,54.719,63.603,50.278,80.472,67.808,78.29,95.472,72.3,74.427,81.078,85.051,81.466,88.932,95.992,76.07,113.687,96.981,106.407,112.351,98.977,97.744,98.249,97.351,95.35,89.719,98.026,83.209,121.515,90.765,108.49,106.017,99.255,100.436,83.184,93.611,102.471,113.022,88.384,68.651,103.675,90.044,99.402,116.327,84.167,87.57,85.387,91.774,86.983,89.657,106.098,65.216,104.613,89.037,91.964,78.65,85.438,69.817,74.921,70.849,67.514,68.053,70.495,66.095,75.153,20.493,13.183,41.064,74.521,78.246,75.104
